OBJECTID,UOGID,NAME,TYPE,STUSAB,STATE,CDBG_AMT,ESG_AMT,HOME_AMT,HOPWA_AMT,TOT_AMT,YEAR,SHAPE_Length,SHAPE_Area
504,230162,BANGOR,51,ME,23,839421,0,0,0,839421,2021,0.422453896947575,0.0101958867440144
505,252544,WALTHAM,51,MA,25,964181,0,0,0,964181,2021,0.282040150690298,0.00389423343510285
506,252700,WESTFIELD,52,MA,25,369295,0,0,0,369295,2021,0.495627704784265,0.0133647307380694
507,265370,ST CLAIR SHORES,52,MI,26,878860,0,0,0,878860,2021,0.579330592240328,0.00331952155037823
508,263648,LIVONIA,51,MI,26,336722,0,0,0,336722,2021,0.409208285209465,0.0101537328959165
509,264086,MIDLAND,51,MI,26,212944,0,0,0,212944,2021,1.05217406714933,0.0104788232058759
510,252784,WEYMOUTH TOWN,52,MA,25,729350,0,0,0,729350,2021,0.52589570726593,0.00504942531417565
511,252880,WORCESTER,51,MA,25,4595783,393826,1647133,694062,7330804,2021,0.444621099276232,0.0108687788016775
512,252904,YARMOUTH,52,MA,25,123005,0,0,0,123005,2021,0.592497908014853,0.0072574452970606
513,259999,MA NONENTITLEMENT,21,MA,25,34961083,4794313,9830817,366341,49952554,2021,36.5104064301045,2.02681235762401
514,260432,BATTLE CREEK,51,MI,26,1258189,0,302247,0,1560436,2021,0.958600875202119,0.0123682449733211
515,251314,MALDEN,52,MA,25,1412042,0,2007358,0,3419400,2021,0.205479104647088,0.00143401757355931
516,261410,CLINTON TWP,52,MI,26,596425,0,0,0,596425,2021,0.569753837641721,0.00807055862609313
517,261638,DEARBORN,51,MI,26,1976411,166628,0,0,2143039,2021,0.458207846889028,0.00692250733086013
518,265934,TAYLOR,51,MI,26,463238,0,0,0,463238,2021,0.327780111885226,0.0066751335336848
519,266252,WARREN,51,MI,26,1180005,0,565136,977155,2722296,2021,0.501092792831219,0.00977278735607368
520,266267,WATERFORD TOWNSHIP,52,MI,26,375405,0,0,0,375405,2021,0.463227877104329,0.010007846022997
521,299099,JEFFERSON COUNTY,61,MO,29,1209949,0,0,0,1209949,2021,2.17787107723054,0.177019683217188
522,299183,ST. CHARLES COUNTY,61,MO,29,1106358,0,0,0,1106358,2021,5.69283215078744,0.137058631542811
523,299999,MO NONENTITLEMENT,21,MO,29,23912538,2784683,12238647,983645,39919513,2021,42.4985489395539,17.9368107244532
524,300066,BILLINGS,51,MT,30,645143,0,334548,0,979691,2021,2.69784020509245,0.0184511454425144
525,300342,GREAT FALLS,51,MT,30,798833,0,283494,0,1082327,2021,2.1861286154387,0.0130362155388328
526,309999,MT NONENTITLEMENT,21,MT,30,6692322,743529,3090456,0,10526307,2021,45.514516286487,45.0150652170551
527,310276,BELLEVUE,52,NE,31,330490,0,0,0,330490,2021,1.31351730287453,0.00458895020065945
528,311710,LINCOLN,51,NE,31,1909096,166126,1133680,0,3208902,2021,2.0876946466827,0.0268181144353546
529,262940,HOLLAND,52,MI,26,319454,0,0,0,319454,2021,0.476359109660444,0.00498797489139628
530,263174,JACKSON,51,MI,26,1292730,0,314129,0,1606859,2021,0.3313694554746,0.00309695781308987
531,263222,KALAMAZOO,51,MI,26,1606624,0,519182,0,2125806,2021,0.892629176863583,0.00709569824216579
532,263588,LINCOLN PARK,52,MI,26,803592,0,0,0,803592,2021,0.177101141023329,0.00166340059005178
533,265340,SAGINAW,51,MI,26,2160107,184410,449489,0,2794006,2021,0.481306187981588,0.00525630353757983
534,252250,SOMERVILLE,52,MA,25,2545290,216500,449279,0,3211069,2021,0.208478525325987,0.00116952542333739
535,252340,SPRINGFIELD,51,MA,25,3897127,333698,1673733,726899,6631457,2021,0.437407068322833,0.00932483894164661
536,252418,TAUNTON,52,MA,25,840786,0,720677,0,1561463,2021,0.740844582588142,0.0136052453143057
537,264302,MUSKEGON HTS,52,MI,26,440007,0,0,0,440007,2021,0.138398585804361,0.000913960901723363
538,264386,NILES,51,MI,26,287239,0,0,0,287239,2021,0.384725515378467,0.00167022490655188
539,264452,NORTON SHORES,52,MI,26,152875,0,0,0,152875,2021,0.445291964474413,0.00704561949610388
540,264974,PORTAGE,51,MI,26,218239,0,0,0,218239,2021,0.564805511003236,0.00992802158532528
541,265010,PORT HURON,52,MI,26,757940,0,259042,0,1016982,2021,0.348231592432437,0.00235975319638888
542,330378,DOVER,52,NH,33,287718,0,0,0,287718,2021,0.663446290024397,0.00788026144129778
543,330930,MANCHESTER,51,NH,33,1750125,151712,700446,0,2602283,2021,0.592397530565706,0.00994317452897088
544,264164,MONROE,51,MI,26,454833,0,0,0,454833,2021,0.515461938428412,0.0028472265549324
545,265304,ROYAL OAK,52,MI,26,1178551,0,0,0,1178551,2021,0.320261209179767,0.00334345230963045
546,340414,CAMDEN,51,NJ,34,2557667,216515,869261,1137814,4781257,2021,0.321777832960537,0.00282357703788335
547,340474,CHERRY HILL,52,NJ,34,460138,0,0,0,460138,2021,0.498853261584076,0.00662540877868785
548,340540,CLIFTON,52,NJ,34,1171175,0,0,0,1171175,2021,0.302652283956348,0.0031511793676919
549,340672,TOMS RIVER TOWNSHIP,52,NJ,34,420305,0,0,0,420305,2021,1.83512715873607,0.0111189593538484
550,360152,AMHERST TOWN,52,NY,36,630807,0,941899,0,1572706,2021,0.570426883323513,0.0153261024309578
551,360300,AUBURN,52,NY,36,888312,0,0,0,888312,2021,0.247135093976761,0.0024022864876937
552,360352,BABYLON TOWN,52,NY,36,1100568,0,431233,0,1531801,2021,2.34237727155075,0.0146475006269566
553,342454,PASSAIC,52,NJ,34,1350323,0,870442,0,2220765,2021,0.153510763669865,0.000891818125972343
554,342568,PISCATAWAY TOWNSHIP,52,NJ,34,296621,0,0,0,296621,2021,0.359948986198082,0.00523539845912133
555,264296,MUSKEGON,51,MI,26,974152,0,336456,0,1310608,2021,0.595207591819712,0.00519889053541642
556,281002,MOSS POINT,52,MS,28,114089,0,0,0,114089,2021,0.435091959523997,0.00646290433798534
557,289999,MS NONENTITLEMENT,21,MS,28,25606365,2355068,10273229,1876829,40111491,2021,30.026757238632,11.8063326341402
558,290534,BLUE SPRINGS,52,MO,29,258966,0,0,0,258966,2021,1.41968341499891,0.00635092688608881
559,291806,FLORISSANT,52,MO,29,262402,0,0,0,262402,2021,0.468217109436724,0.00346389768487627
560,292562,INDEPENDENCE,52,MO,29,809798,0,465330,0,1275128,2021,0.917786909190058,0.0211088274080894
561,292628,JEFFERSON CITY,51,MO,29,295889,0,0,0,295889,2021,0.963412966077768,0.010260757160728
562,292652,JOPLIN,51,MO,29,552519,0,479451,0,1031970,2021,1.91780548721872,0.0108264133177787
563,292670,KANSAS CITY,51,MO,29,7958135,668738,2316910,1829088,12772871,2021,3.51222687752002,0.0860670427635731
